Startup_Name,Location,Industry
YASH ENGINEERING,"Pune,Maharashtra",Automotive
SPN3 DIGITAL SYSTEMS (I) PRIVATE LIMITED,"Pune,Maharashtra",Technology Hardware
Let's Advertise,"Pune,Maharashtra",Advertising
Madhavi,"Pune,Maharashtra",Fashion
Apni Gaadi,"Noida,Uttar Pradesh",Travel & Tourism
GULTONE ART INDUSTRIES &amp; DEVELOPERS PRIVATE LIMITED,"Indore,Madhya Pradesh",Construction
SAMAKHYA SUSTAINABLE ALTERNATIVES PRIVATE LIMITED,",Delhi",
vidhyaveedhi learning app,"Ernakulam,Kerala",Education
Sophrosyne Technologies Pvt. Ltd.,"Bengaluru,Karnataka",Healthcare & Lifesciences
Chhavi Agro Ventures LLP,"Noida,Uttar Pradesh",Agriculture
UNITED MULTIPURPOSE COOPERATIVE SOCIETY LTD,"Agartala,Tripura",Marketing
krvvy,"Noida,Uttar Pradesh",Fashion
Rupam Food Makers Pvt Ltd,"Lonavla,Maharashtra",Food & Beverages
USH INDIA RECYCLER PRIVATE LIMITED,",Bihar",
Connectd Bytes Software Services,"Kolkata,West Bengal",IT Services
Sayf.Love pvt ltd,"Bengaluru,Karnataka",Healthcare & Lifesciences
Dd Hybrid Bikes,"Zira,Punjab",Automotive
KANUNGO VENTURES PRIVATE LIMITED,"Bhubaneswar,Odisha",Healthcare & Lifesciences
ORIENTAL COLLECTION,"Kanpur Nagar,Uttar Pradesh",Technology Hardware
NEEL SUTARIYA,"Rajkot,Gujarat",Professional & Commercial Services
WANDE BHARAT CONSTRUCTIONS PRIVATE LIMITED,"Muzaffarpur,Bihar",Construction
Tanium3D Futuristic Healthcare Private Limited,"Chennai,Tamil Nadu",Healthcare & Lifesciences
Strategenix Consultants Pvt. Ltd.,"Bengaluru Urban,Karnataka",Professional & Commercial Services
spantronix india pvt ltd,"Nagpur,Maharashtra",IT Services
SOCIOMONK,"Mumbai,Maharashtra",IT Services
ARTARIUM LLP,",Haryana",
LumeWatt Solar,"Lucknow,Uttar Pradesh",Renewable Energy
TheRoof,"Gandhinagar,Gujarat",Real Estate
VHGS IT TECHNOLOGIES PRIVATE LIMITED,"Hyderabad,Telangana",AI
IndSoftware,"Mohali,Punjab",Education
Collabridge,"North West Delhi,Delhi",Marketing
RDRT AUTOWALL TECHNOLOGY PRIVATE LIMITED,",Delhi",
NEXMA CARE HEALTH SOLUTIONS LLP,"Ernakulam,Kerala",Healthcare & Lifesciences
SHAKAMBHARI NATURAL FARMS AND FISHERIES COMPANY,"Bhopal,Madhya Pradesh",Food & Beverages
ARVIS DIGITAL LABS PRIVATE LIMITED,",Telangana",
La Siddhe International Private Limited,"Delhi,Delhi",Food & Beverages
Rekhansh Singhwal,"Alwar,Rajasthan",
Chinmaya S,"Bengaluru,Karnataka",
EGURUJI,"Sikar,Rajasthan",Education
BEER CREATIVITY SERVICES,"Bhopal,Madhya Pradesh",Education
NITYA PETROCHEM INDUSTRIES,"Shahjahanpur,Uttar Pradesh",Construction
VOLTRAM MECHATRONICS PRIVATE LIMITED,"Rajkot,Gujarat",Automotive
Seawings Trade Export Private Limited,"Sabarkantha,Gujarat",Agriculture
BRITTO BRANDS (OPC) PRIVATE LIMITED,"Bengaluru,Karnataka",Marketing
PlacemePro,"Gurugram,Haryana",Professional & Commercial Services
Riddhi Siddhi Infratech,"Shahjahanpur,Uttar Pradesh",Construction
WE-STORYTELLERS,"Bengaluru,Karnataka",Marketing
GeniusHub,"Faridabad,Haryana",Social Network
DROMICS LABS PRIVATE LIMITED,"Delhi,Delhi",Biotechnology
DARK PIXELS,"Chennai,Tamil Nadu",Design
AutoModelle,"Kannur,Kerala",Toys and Games
Radial artery positioning board,"Pondicherry,Puducherry",Healthcare & Lifesciences
MOBIOFFICE SOFTWARE INNOVATIONS PRIVATE LIMITED,"Surat,Gujarat",IT Services
Aumkar Foods Pvt Ltd,"Surendranagar,Gujarat",Food & Beverages
OSKAT INTERIORS,"Chennai,Tamil Nadu",Architecture Interior Design
Gloss Laundry,"Noida,Uttar Pradesh",Professional & Commercial Services
SPECTALE PRIVATE LIMITED,",Tamil Nadu",
ZACOTR TECH PRIVATE LIMITED,"Panchkula,Haryana",Finance Technology
TEXT WAVE TECHNOLOGIES PRIVATE LIMITED,"New Delhi,Delhi",IT Services
AATM NIRBHAR BHARAT LIFE CARE PRIVATE LIMITED,"South West Delhi,Delhi",Marketing
SNDD SECURITY PRIVATE LIMITED,",Jammu and Kashmir",
INNOTRAT LABS PRIVATE LIMITED,"Khordha,Odisha",AI
Setupfilings,"Thane,Maharashtra",Professional & Commercial Services
Panchaksha Industries (OPC) Private Limited,"Chennai,Tamil Nadu",Automotive
Neo Climate Solutions Private Limited,"New Delhi,Delhi",Green Technology
FARM AMMINO AGRITECH PRIVATE LIMITED,"Bengaluru Urban,Karnataka",Agriculture
KANUNGO VENTURES PRIVATE LIMITED,",Odisha",
PEP COFFEE TRADERS (OPC) PRIVATE LIMITED,"Kodagu,Karnataka",Food & Beverages
HCODE TECHNOLOGIES PRIVATE LIMITED,"Karnal,Haryana",IT Services
C.L. Jewels,"Delhi,Delhi",Fashion
SURABHEE ORGANIC PRODUCTS PRIVATE LIMITED,"Guntur,Andhra Pradesh",Agriculture
ECOPELLE,"Nashik,Maharashtra",Textiles & Apparel
YJ-BEST SODA & DRINKS PRIVATE LIMITED,"Latur,Maharashtra",Food & Beverages
ONENESS NETWORK,"North 24 Parganas,West Bengal",Telecommunication & Networking
Flabr,"Bengaluru Urban,Karnataka",Retail
NB Decors,"Jaipur,Rajasthan",Architecture Interior Design
Audlead Private Limited,"Mehsana,Gujarat",Marketing
Radiant Infrapower,"Pune,Maharashtra",Renewable Energy
BridgeIT,"Puttur,Karnataka",IT Services
XTRACARE AUTOMOTIVE SERVICES PRIVATE LIMITED,"Zirakpur,Punjab",Automotive
wereckersworld,"Noida,Uttar Pradesh",Automotive
The Blue Owl Project,"Pune,Maharashtra",Media & Entertainment
METRO SHOE COMPANY,"Vijayawada,Andhra Pradesh",Marketing
ROBO LOGIC,"Lucknow,Uttar Pradesh",Education
VIGOOD SOLARTEK PRIVATE LIMITED,"Hapur,Uttar Pradesh",Renewable Energy
SAAJ GROUP OF INDUSTRIES,"Pune,Maharashtra",Technology Hardware
M/S AYCOS LIFE SCIENCES,"Bengaluru Urban,Karnataka",Agriculture
EMROOT TECHNOLOGIES PRIVATE LIMITED,"Bengaluru,Karnataka",Automotive
eZcode,"Sonitpur,Assam",Education
RADKAAT VENTURES PRIVATE LIMITED,"Shimla,Himachal Pradesh",Other Specialty Retailers
Primrose Software Solutions LLP,"Jaipur,Rajasthan",Enterprise Software
JAMIDAR HOTEL &amp; RESTAURANT,"Nagaur,Rajasthan",Food & Beverages
VINAM GLOBAL SERVICES PRIVATE LIMITED,"Mumbai,Maharashtra",Professional & Commercial Services
PP BAGS MANUFACTURING,"Ratlam,Madhya Pradesh",Textiles & Apparel
EXCELL PACKAGING,"Pune,Maharashtra",Agriculture
Pragateens,"Pune,Maharashtra",Education
BYROCARE PRIVATE LIMITED,"Raipur,Chhattisgarh",Healthcare & Lifesciences
Newsun signal,"Chennai,Tamil Nadu",Finance Technology
TIRUPATI RESEARCH & DEVELOPMENT PRIVATE LIMITED,"Tirupati,Andhra Pradesh",Healthcare & Lifesciences
Wizard Learning Private Limited,"Kolkata,West Bengal",Education
QUECTO SYSTEMS PRIVATE LIMITED,"Jhalawar,Rajasthan",IT Services
KRISHNA MACHINE TOOLS,"Amritsar,Punjab",Other Specialty Retailers
AXAJ PHARMACEUTICALS PRIVATE LIMITED,"Bharuch,Gujarat",Chemicals
EDIT HAIR AND SKIN CLINICS PRIVATE LIMITED,"Mumbai,Maharashtra",Healthcare & Lifesciences
ROHIT MISHRA COUTURE PRIVATE LIMITED,"Nashik,Maharashtra",Fashion
Wisethug,"Gautam Buddha Nagar,Uttar Pradesh",Fashion
FRUITMONT PRIVATE LIMITED,"Srinagar,Jammu and Kashmir",Agriculture
eviltron,"Sagar,Madhya Pradesh",Internet of Things
India Finance Solution,"Ghaziabad,Uttar Pradesh",Finance Technology
Wave Power India,"Panvel,Maharashtra",Renewable Energy
"Fabnic ""The Fabric Clinic""","Ghaziabad,Uttar Pradesh",House-Hold Services
MANVI INTERIORS PRIVATE LIMITED,"South West Delhi,Delhi",Construction
P.J.TECHNOCRAT PRIVATE LIMITED,"Bharuch,Gujarat",Human Resources
GLOWME,"Nagpur,Maharashtra",Professional & Commercial Services
RITE LABS INDIA PVT LTD,"Solan,Himachal Pradesh",Healthcare & Lifesciences
DHANRAKSHAK NIDHI LIMITED,"East Delhi,Delhi",Finance Technology
BIN AND BEYOND RECYCLING PRIVATE LIMITED,"Varanasi,Uttar Pradesh",Green Technology
Dreamstocks : Join traders army now,"Pune,Maharashtra",IT Services
HOMEDA,"Hyderabad,Telangana",Technology Hardware
RISE ELECTRONICS PRIVATE LIMITED,"North West Delhi,Delhi",Technology Hardware
Blacksmith Mechatronics,"Ahmedabad,Gujarat",Design
Forest organics,"Jabalpur,Madhya Pradesh",Healthcare & Lifesciences
EverythingPay,"Mumbai,Maharashtra",Finance Technology
PUNE AESTHETIC PRIVATE LIMITED,"Pune,Maharashtra",Healthcare & Lifesciences
ALLIE GROUPS,"Guntur,Andhra Pradesh",Enterprise Software
DE QAIM TECHNOLOGIES PRIVATE LIMITED,"Lucknow,Uttar Pradesh",Transportation & Storage
GLAMQUEENS COSMETICS PRIVATE LIMITED,"Lucknow,Uttar Pradesh",Healthcare & Lifesciences
INDONIHON BRAND CONSULTANCY PRIVATE LIMITED,"Ghaziabad,Uttar Pradesh",Media & Entertainment
Skellf,"Chennai,Tamil Nadu",Education
DEENIA THANGJAM AND SONS (OPC) PRIVATE LIMITED,"Imphal West,Manipur",Food & Beverages
ARTARIUM LLP,"Gurugram,Haryana",Design
PANCHAKSHA INDUSTRIES (OPC) PRIVATE LIMITED,",Tamil Nadu",
GREENRAY SOLAR DRIVE PRIVATE LIMITED,"Cuttack,Odisha",Renewable Energy
Gabble Tech,"Nagpur,Maharashtra",Education
CSAP Solutions LLP,"Lucknow,Uttar Pradesh",Professional & Commercial Services
Front Burner FoodTech,"Jabalpur,Madhya Pradesh",Food & Beverages
SURRESHWARI MRIDULA PROJECTS INFRA PRIVATE LIMITED,"Bhagalpur,Bihar",Construction
Ganpat masala,"Pathankot,Punjab",Food & Beverages
madhu trading,"Thane,Maharashtra",Food & Beverages
Aroma Dhoop sticks,"Markapur,Andhra Pradesh",Waste Management
BHAI KI PADHAI,"Ghaziabad,Uttar Pradesh",Education
JUNGLEFRUITS THIRUVANNAMALAI LLP,",Tamil Nadu",
RUVEXA ENTERPRISES LLP,",Delhi",
Lancet Diagnostic Limited,"Mumbai,Maharashtra",Healthcare & Lifesciences
LVDSC INDUSTRIES PRIVATE LIMITED,",Punjab",
COTTESWOLD DAIRY AND FARM PRIVATE LIMITED,"West Delhi,Delhi",Agriculture
A.S Lubricants,"Bankura,West Bengal",Non- Renewable Energy
VOJON ROSIK RESTAURANT PRIVATE LIMITED,"Kolkata,West Bengal",Food & Beverages
EU Design Studios,"Bengaluru Urban,Karnataka",Design
PAViTech,"Medchal Malkajgiri,Telangana",IT Services
AEV CLEANTECH INDIA PRIVATE LIMITED,"Bhubaneswar,Odisha",Green Technology
KPPM EV PRIVATE LIMITED,"South West Delhi,Delhi",Automotive
MAS COMMUNICATIONS,"Jodhpur,Rajasthan",Telecommunication & Networking
BRANDBUTLER INDIA PRIVATE LIMITED,"Dehradun,Uttarakhand",Marketing
VENERATION PAYTECH PRIVATE LIMITED,"New Delhi,Delhi",IT Services
The Artist,"Chennai,Tamil Nadu",Art & Photography
SOCIALMIND AI PRIVATE LIMITED,"North West Delhi,Delhi",Education
Akshay Shah,"Bhopal,Madhya Pradesh",
UNIGROW MAHAVIR INNOVATIONS LIMITED,"Kalyan-Dombivali,Maharashtra",AI
M.H ENTERPRISES,"Lucknow,Uttar Pradesh",Retail
The Ironical India,"Jabalpur,Madhya Pradesh",Social Impact
Bharathi IAS Academy,"Tiruchirappalli,Tamil Nadu",Education
Shashikant Pushpakar,"Hyderabad,Telangana",
Samptec,"Bengaluru,Karnataka",Internet of Things
keeper,"Noida,Uttar Pradesh",Finance Technology
sandhya engineering and trading com,"Muzaffarpur,Bihar",Agriculture
MA COMPUTER TRAINING INSTITUTE,"Sitamarhi,Bihar",Education
SWEVENSYS SOFTWARES PRIVATE LIMITED,",Karnataka",
AI-FIN INDIA,"Bengaluru,Karnataka",Finance Technology
ETPC PROGRAM,"Jaipur,Rajasthan",Animation
FinMind Corporation,"Bengaluru,Karnataka",Finance Technology
SHRI SADANANDA KITCHEN SOLUTIONS PRIVATE LIMITED,"Bengaluru Urban,Karnataka",Food & Beverages
SI VISA CONSULTING PRIVATE LIMITED,",Gujarat",
RELIEF ORTHOTICS PRIVATE LIMITED,"Delhi,Delhi",Healthcare & Lifesciences
POLYSTUD LIFTING &amp; LASHING LLP,"Roorkee,Uttarakhand",Safety
OPTIWATT IOT (OPC) PRIVATE LIMITED,"Gurugram,Haryana",IT Services
A-CARE SURGICALS PRIVATE LIMITED,",Tamil Nadu",
PANLYS NANOTECH INDIA PRIVATE LIMITED,",Kerala",
SOMANI TEXTILES LLP,"Bikaner,Rajasthan",Textiles & Apparel
SOWDIX INDIA LLP,"Ernakulam,Kerala",Fashion
BOOP ORG PRIVATE LIMITED,"Central Delhi,Delhi",Travel & Tourism
SAMVY RETAIL PRIVATE LIMITED,"Haridwar,Uttarakhand",Fashion
Nexel Futureize the innovation,"Mangaluru,Karnataka",IT Services
QRENCIA PASSION SKILLS PRIVATE LIMITED,",Delhi",
ORANTS ELECTRO PRIVATE LIMITED,"Gandhinagar,Gujarat",Technology Hardware
Laxmi Sales,"Raipur,Chhattisgarh",Healthcare & Lifesciences
Medifarm Agrosolutions pvt ltd,"Gwalior,Madhya Pradesh",Agriculture
BON TOY PRIVATE LIMITED,"Alwar,Rajasthan",Toys and Games
OPTSARASMED (OSD) HEALTHCARE PRIVATE LIMITED,"Alwar,Rajasthan",Healthcare & Lifesciences
Codage IIT,"Aurangabad,Maharashtra",IT Services
ONE IN ALL HEALTHCARE PRIVATE LIMITED,"Guna,Madhya Pradesh",Healthcare & Lifesciences
SURESHPRABHA ENTERPRISES PRIVATE LIMITED,"Khordha,Odisha",Food & Beverages
ROYALTUFF INDUSTRIES LLP,"Solapur,Maharashtra",Technology Hardware
NOVA CHAR LLP,",Delhi",
CelerDoor,"Firozabad,Uttar Pradesh",Retail
challang,"Surat,Gujarat",Textiles & Apparel
Madhu Gunja,"Nalgonda,Telangana",
Prateek Tanwar,"South Delhi,Delhi",
3CLICK BUSINESS AND TOURISM HUB PRIVATE LIMITED,"Bengaluru,Karnataka",Travel & Tourism
Forthwith Solutions Pvt Ltd,"Jaipur,Rajasthan",IT Services
KANCHGUNA PRODUCTS PRIVATE LIMITED,"Kamrup,Assam",Food & Beverages
TRUSEVE ENTERPRISES PRIVATE LIMITED,"Chennai,Tamil Nadu",IT Services
sbs stock,"Chennai,Tamil Nadu",Finance Technology
PROVALUE BUSINESS SOLUTIONS PRIVATE LIMITED,"Raigad,Maharashtra",Security Solutions
Nidraz Private Limited,"Nagpur,Maharashtra",Healthcare & Lifesciences
GLOBAL RESOURCES,"Visakhapatnam,Andhra Pradesh",Retail
RASTOGI DAUGHTERS INDUSTRIES PRIVATE LIMITED,"Lucknow,Uttar Pradesh",Food & Beverages
Abhira Masale Pvt Ltd,"Mumbai,Maharashtra",Other Specialty Retailers
MANJAS INTERNATIONAL PRIVATE LIMITED,"Chhindwara,Madhya Pradesh",IT Services
VEDHIKA FOODS,"Chennai,Tamil Nadu",Food & Beverages
GSE FILTER PRIVATE LIMITED,"Chennai,Tamil Nadu",Green Technology
AUDITUM COMMUNICATIONS PRIVATE LIMITED,"South Delhi,Delhi",Advertising
NSTS Technologies LLP,"Gurugram,Haryana",IT Services
TRICON CHEMICALS PRIVATE LIMITED,"East Delhi,Delhi",Chemicals
TGAK Memorial Software India Private Limites,"Bengaluru,Karnataka",IT Services
Siyawar Enterprises Pvt. Ltd.,"East Delhi,Delhi",Professional & Commercial Services
Jhuma Saha,"Guwahati,Assam",Other Specialty Retailers
JDS Infra Projects,"Panipat,Haryana",Construction
Credex Worldtrade Private Limited,"Rajkot,Gujarat",Marketing
Anisys Technology Private Limited,"Bengaluru,Karnataka",IT Services
XDNALABS PRIVATE LIMITED,"West Delhi,Delhi",Telecommunication & Networking
MYMENTORIAS EDGE PRIVATE LIMITED,"Bengaluru,Karnataka",Education
CODLOGZ TECHNOLOGIES LLP,"Mehsana,Gujarat",IT Services
kutumb homestay`,"Varanasi,Uttar Pradesh",
3P VISION X PRIVATE LIMITED,"Gurugram,Haryana",Aeronautics Aerospace & Defence
URBANEST,"Bengaluru Urban,Karnataka",Architecture Interior Design
Diffr,"Indore,Madhya Pradesh",Social Network
SHREE DATA CENTER PRIVATE LIMITED,"Jamnagar,Gujarat",Professional & Commercial Services
AE,"Kakinada,Andhra Pradesh",IT Services
VIRTUAL BINZ LLP,"Udaipur,Rajasthan",IT Services
Milestone Career Planner,"Ernakulam,Kerala",Education
ACCURATE METACRAFT PRIVATE LIMITED,"Rajkot,Gujarat",Construction
WEBFREEZE SOLUTION PRIVATE LIMITED,"East Delhi,Delhi",Enterprise Software
SCULPTICO ART PRIVATE LIMITED,"Mumbai,Maharashtra",Analytics
LIGHTNING,"Chennai,Tamil Nadu",AI
NEXOWAVE TECHNOLOGY SOLUTIONS PRIVATE LIMITED,"Gautam Buddha Nagar,Uttar Pradesh",Enterprise Software
NYX Candle,"Noida,Uttar Pradesh",Retail
KALINGA AER CRAFT SKILL BEAUTY ACADAMY,"Jharsuguda,Odisha",Internet of Things
Enterezy Private Ltd,"Bengaluru Urban,Karnataka",Retail
SKYFORCE INNOVATIONS PRIVATE LIMITED,",Maharashtra",
The Nu Beginnings,"Lucknow,Uttar Pradesh",IT Services
Dhrutika Enterprise,"Kolkata,West Bengal",Construction
AMPLITUDE ELECTRIC PRIVATE  LIMITED,"Indore,Madhya Pradesh",Renewable Energy
ELECTRICX HYPERCHARGE PRIVATE LIMITED,"Delhi,Delhi",Green Technology
KOOLCRAFTS,"Madurai,Tamil Nadu",Automotive
ROBOMY ADVANCED TECHNOLOGIES PRIVATE LIMITED,",Kerala",
Ruuji Innovations,"Madurai,Tamil Nadu",Education
IN SYNC INFOMEDIA,"Noida,Uttar Pradesh",Advertising
SIYARAM GLOBAL ENVIRONMENTAL PRIVATE LIMITED,"East Delhi,Delhi",Renewable Energy
Heeddata India Private Limited,"Hyderabad,Telangana",Enterprise Software
RIADPL,"Lucknow,Uttar Pradesh",Construction
Gurugram Gurukulam Education Welfare Foundation,"Gurugram,Haryana",Education
WELLNIC PHARMACEUTICAL PRIVATE LIMITED,"Delhi,Delhi",Healthcare & Lifesciences
Clu,"Hyderabad,Telangana",Finance Technology
Skillicious Services Pvt Ltd,"Hubli-Dharwad,Karnataka",Human Resources
S &amp; R Handlooms,"Guwahati,Assam",Textiles & Apparel
ALFA INFOTECH SERVICES,"Kanpur Nagar,Uttar Pradesh",IT Services
REDWOODS MEDICARE PRIVATE LIMITED,"South West Delhi,Delhi",Healthcare & Lifesciences
SMILING BUDDHA Advanced System,"Gautam Buddha Nagar,Uttar Pradesh",Aeronautics Aerospace & Defence
Prasanna Panda,"East Delhi,Delhi",
Electrical Goods Supply and Service,"Jodhpur,Rajasthan",Retail
RIMON ENTERPRISE,"East Delhi,Delhi",Professional & Commercial Services
COMMUNITIES HERITAGE PRIVATE LIMITED,",Gujarat",
MICROM IT PRIVATE LIMITED,"South West Delhi,Delhi",IT Services
ROTVANTAGE TECHNOLOGIES PRIVATE LIMITED,",Kerala",
Strataroh Ventures Private Limited,"Pune,Maharashtra",Technology Hardware
Khetan Engineering Pvt Ltd,"Raipur,Chhattisgarh",Automotive
AQUABID SERVICES PRIVATE LIMITED,"Mumbai,Maharashtra",Agriculture
MAALI INDUSTRIES PRIVATE LIMITED,"Mumbai,Maharashtra",Food & Beverages
RICHTECH ROOTS PRIVATE LIMITED,"Barmer,Rajasthan",Construction
VAN PHARMA AND HEALTHCARE PRIVATE LIMITED,"North West Delhi,Delhi",Retail
LUX HOSPITALS PRIVATE LIMITED,"Hyderabad,Telangana",Healthcare & Lifesciences
DEB ENTERPRISE,"Siliguri,West Bengal",Technology Hardware
Fastran,"Chennai,Tamil Nadu",Logistics
AURA ADVENTURE JUNCTION LLP,"South West Delhi,Delhi",Travel & Tourism
SG POLYCLINIC AND DC (OPC) PRIVATE LIMITED,"North 24 Parganas,West Bengal",Healthcare & Lifesciences
Carepro services pvt. ltd.,"Narnaul,Haryana",House-Hold Services
sixteachers education opc private limited,"Dehradun,Uttarakhand",Education
Spectrum Design &amp;amp; Conservation Hub,"South Delhi,Delhi",Design
Magsmen,"Guntur,Andhra Pradesh",Marketing
Dhoolai,"Solapur,Maharashtra",Healthcare & Lifesciences
Digital Cafeteria Solutions Pvt Ltd,"Aurangabad,Maharashtra",Food & Beverages
GENESCOPE RESEARCH AND SERVICES PRIVATE LIMITED,",Kerala",
Nani Ke Samose,"Lucknow,Uttar Pradesh",Food & Beverages
NEOSURGIX MEDICAL TECHNOLOGIES PRIVATE LIMITED,",Andhra Pradesh",
Dixit Enterprises,"Aligarh,Uttar Pradesh",Technology Hardware
JOY GANESH ENTERPRISE,"Maldah,West Bengal",Food & Beverages
Being Organic,"Indore,Madhya Pradesh",Agriculture
Techyelp Internet Private Limited,"Bengaluru Rural,Karnataka",IT Services
SUNSHINE LAUNDRY,"Jaipur,Rajasthan",House-Hold Services
CONSULTONOMICSINDIA PRIVATE LIMITED,"Rupnagar,Punjab",Human Resources
KAN HOSPITALITY LLP,"Pune,Maharashtra",Travel & Tourism
Kanha construction Co,"Dholpur,Rajasthan",Waste Management
Sankri Services Private Limited,"Udhampur,Jammu and Kashmir",Construction
VegCrop Agro Products Pvt Ltd,"Thane,Maharashtra",Food & Beverages
LEDIVI INDIA OPC PVT LTD,"Hyderabad,Telangana",Chemicals
Nethram India Innovation Center Private Limited,"Wayanad,Kerala",Telecommunication & Networking
RAJA SAHEB,"West Delhi,Delhi",Textiles & Apparel
EVADAY TECHMERCIAL PRIVATE LIMITED,",Telangana",
IBST Private Limited,"Bengaluru Urban,Karnataka",IT Services
SUGHOSA HYBRID SEEDS  LLP,"Hyderabad,Telangana",Agriculture
ARUNODAY OPTIMIZED NEXUS FOR INNOVATIVE EXPLORATION PRIVATE LIMITED,"Giridih,Jharkhand",AI
SKY DYNAMICS PRIVATE LIMITED,"North Delhi,Delhi",Aeronautics Aerospace & Defence
OZA MOTORSPORTS PRIVATE LIMITED,"Ahmedabad,Gujarat",Analytics
CGC FINSERV PRIVATE LIMITED,"Jaipur,Rajasthan",Marketing
COGNAC Metaverse,"Kalyan-Dombivali,Maharashtra",AR VR (Augmented + Virtual Reality)
PAVANAPUTRA FUEL INDIA PRIVATE LIMITED,"Mahbubnagar,Telangana",Non- Renewable Energy
In Pursuit Of....,"South Eastdelhi,Delhi",Media & Entertainment
Jamattu,"Ahmedabad,Gujarat",IT Services
RAHUL KUMAR,"Purnia,Bihar",
Seven Seas Holidays,"Mumbai,Maharashtra",Travel & Tourism
ORBITBOOK PRIVATE LIMITED,"Kolkata,West Bengal",Social Impact
AUMEXPERT MANPOWER PRIVATE LIMITED,"New Delhi,Delhi",Human Resources
VP Construction,"Ajmer,Rajasthan",Construction
M/S VIVEK CONSTRUCTION,"Hamirpur (UP),Uttar Pradesh",Other Specialty Retailers
Open Ocean Education Foundation,"Lucknow,Uttar Pradesh",Education
YELLOWTEES SERVICES LLP,"Ahmedabad,Gujarat",Professional & Commercial Services
WEBEXCEL TECHNOLOGIES PRIVATE LIMITED,"Chennai,Tamil Nadu",IT Services
ANUPALAN ONLINE PRIVATE LIMITED,"Mumbai Suburban,Maharashtra",Enterprise Software
PADCHHAYA PRIVATE LIMITED,",Uttar Pradesh",
Aadrika Enterprises,"Ranchi,Jharkhand",IT Services
VIRCFO SERVICES PRIVATE LIMITED,",Karnataka",
FAB ECO BRICKS LLP,"Sundargarh,Odisha",Construction
CODEBUZZERS TECHNOLOGIES,"Kolkata,West Bengal",IT Services
SHLA TECH FINGLOBLE PRIVATE LIMITED,"Vadodara,Gujarat",Finance Technology
ENERTIA DIGITAL SYSTEMS PRIVATE LIMITED,"Gurugram,Haryana",Marketing
VICTORYNET SOLUTION PRIVATE LIMITED,"Palghar,Maharashtra",IT Services
ARCHUS DESIGN ASSOCIATES,"Dibrugarh,Assam",Architecture Interior Design
11 Ouest Private Limited,"Gurugram,Haryana",Advertising
U-PROTEC EARTHING PRIVATE LIMITED,"Pune,Maharashtra",Renewable Energy
We Decor8,"Gurugram,Haryana",Architecture Interior Design
RN DSIDE HEALTH AND WELLNESS PRIVATE LIMITED,"Bengaluru Urban,Karnataka",Healthcare & Lifesciences
AVIADOR INTERNATIONAL PRIVATE LIMITED,"South West Delhi,Delhi",Aeronautics Aerospace & Defence
Digicell,"Karnal,Haryana",Marketing
T PLUS ONE TRADEIFY LLP,"Thiruvananthapuram,Kerala",Education
AL-KHAYBAR PRIVATE LIMITED,"Jabalpur,Madhya Pradesh",Agriculture
SUPREME ARROW ENERGY PRIVATE LIMITED,"Una,Himachal Pradesh",Renewable Energy
CONTROLSHIFT TALENT PRIVATE LIMITED,",Haryana",
ALLWYN SHIPPING AND LOGISTICS PRIVATE LIMITED,"Kolkata,West Bengal",Transportation & Storage
NEXSEC GLOBAL PRIVATE LIMITED,"Ernakulam,Kerala",IT Services
SOLEQUIP TAAPMAN LLP,",Maharashtra",
AVELORE APPAREL PRIVATE LIMITED,"Pune,Maharashtra",Textiles & Apparel
ZAYD CROP SCIENCE,"Banaskantha,Gujarat",Agriculture
SN NATURES PRIVATE LIMITED,"Central Delhi,Delhi",Agriculture
